mervinmer,"Mandaue, Philippines",15-Sep-19,50,Best Breakfast in Ella,The Big Breakfast was really hearty. Good quality bacon and sausage. The coffee was superb. My server Rumesh was very helpful and approachable. Thank you for your nice food and service
,,,,,
Rikke H, ,15-Sep-19,40,We kept coming back!!,"Really great place to eat. Our waiter Rasika was a really great guy, who immediately tried to learn words from our danish language. Nice vibe!!"
,,,,,
tunnis50, ,15-Sep-19,50,The place to be in Ella,Cafe Chill is an attractive restaurant with friendly and engaging waiters. Shaan#1 and Vidal are the best. We had a lunch and 2 meals and all were delicious. It can be crowded sometimes because young and old are getting together here. The music in the background is relaxing and entertaining. Best place to be for a relaxing evening.
,,,,,
petbri, ,15-Sep-19,50,Great food!,Finest prawn curry we’ve had. Great service from Rasika. Really enjoyed the seafood spaghetti and the buffalo curd with honey for desert. Really great vibe too.
,,,,,
MyfanwyW3,"Ella, Sri Lanka",15-Sep-19,50,Great meal and atmosphere,Amazing food and great service from Rasika who was the perfect host and took good care of us. Lovely atmosphere and great traveller hangout
,,,,,
Huckclassic, ,15-Sep-19,50,DInner in Ella,"Delicious food at Cafe Chill. Had a spinach salad, pasta penne and chicken schnitzel. I want to eat here for every meal. Our waiter was Rasika and gave us great service. Highly recommend to visit while in Ella!"
,,,,,
11markusn,"Munich, Germany",15-Sep-19,50,"Delicious food, drinks and snacks in a cool atmosphere!","We had lunch and dinner at the Chill Café in August 2019. The wide variety of food, drinks and snacks is great. All we consumed was delicious. Go upstairs as well for a super chilli atmosphere. Also, service is very friendly and attentative. Chanchala served us for lunch and contributed to a great time at the venue. Absolutely recommendable!"
,,,,,
Amaranthi C, ,15-Sep-19,50,Yummy pizza and good service,We came for a quick bite at cafe chill and the pizza was yum. The staff was really good and efficient. Rasika served us and he was on point.
,,,,,
967olivierr, ,15-Sep-19,50,Best place in Ella,"Our waiter 'Rumesh' was a really friendly guy. He was nice and gave us a lot of tips for our trip to Little Adams Peak. Gave us a lemon for the leeches. The food is very good for the price! In the evening they are a little less personal , because the place is packed by people, but that's normal!
Very very good!"
,,,,,
Ella1234567891, ,15-Sep-19,50,Fab lunch place,"Quick and tasty food in a great location to people-watch in Ella, and great service from our waiter Rasika"
,,,,,
453jamiej,"Geraldton, Australia",14-Sep-19,50,Best Curry’s in Sri Lanka after a week of searching,"My Wife and I both got the two traditional Curry options, they were perfect. We both picked to add chicken and it was every bit worth it. The service was great and the food was prompt.

Loved the atmosphere and will be going back tonight because the risk of going to the second best is way to high."
,,,,,
sanugoon,"Seoul, South Korea",14-Sep-19,50,Great service mind,"Good food and nice dish! Very warm welcome at the main entrance. Rumesh take care of us, he is so nice and friendly. Just come and try!"
,,,,,
jacindy,"Cockatoo, Australia",14-Sep-19,50,A warm welcoming cafe,"We hung out repeatedly at chill because the service and food quality could not be beaten... with a good mix of high quality local and western food it was the place to be... I drank quite a few tasty mojito’s.. the passion one hits the spot! Vidal our waiter on many occasions is warm, friendly and super efficient, he outshines all the staff!"
,,,,,
cartwrightm,"Witney, United Kingdom",14-Sep-19,50,Awesome food and a great atmosphere,"A great little place to eat in the centre of Ella. The food had good variety, however I would 100% recommend the curry in a banana leaf."
,,,,,
lesha124, ,14-Sep-19,50,"Great food, cool vibe","This place came highly recommended and I can see why, the menu was awesome, and had something for everyone, plus reasonably priced, the place was packed but they had enough staff on and the food came out really fast, and the food was great"
,,,,,
X429BRmichellek, ,14-Sep-19,50,Great food great atmosphere,"Different to most bars in the area. Great place to eat and also relax with a drink in the evening. Chanchala was our server, a welcoming face after our 6 hour train journey!"
,,,,,
shelley922017,"Geraldton, Australia",14-Sep-19,50,Best dinner in Sri Lanka!,Husband and I came for dinner on our first night in Ella. We ordered the curry of the day and the banana leaf curry and were not disappointed. We’ve been in Sri Lanka a week and this was definitely the best meal we’ve had on our trip so far! Rasika served us and was very helpful and friendly. Will most likely be back again tomorrow night!
,,,,,
Jassdc86, ,14-Sep-19,50,Amazing cafe,"Amazing night in the restaurant, nice chilled place with good music and vibes. From food to drinks, everything exceeded our expectations and we had the best night in Ella,we were served by yoga, he did a really great job."
,,,,,
Ruben R, ,14-Sep-19,50,Great Western food,"Burgers, pizza, pasta, cocktails, relaxed vibe, all you need when you don't want just another curry ;)"
,,,,,
Liesbeth_Ti, ,14-Sep-19,30,Chill bar,We had dinner at Chill. The atmosfere was great. We ordered seafood pizza. The pizza was nice but not a lot of seafood on the pizza itself. we had to wait a long time before we got dessert. The home made ice cream is very nice. but it should not have taken 30 minuts to serve.
,,,,,
I5131UHkellyr, ,14-Sep-19,40,Service was great!,"We were served by Rasika, he did a really great job. He could even say some words in Dutch. The burger was ok."
,,,,,
521bartekb, ,13-Sep-19,50,Good cocktails good food nice people,I visit four time cafe chill top flour.good cocktails. Chill mule..mocba mule.....and nice gin tonic bar tender udeya and funly service Sampa nice people nice service yammy Salomon fish. Yammy yammy
,,,,,
Pmmet,"Sydney, Australia",13-Sep-19,50,Place to eat in Ella,"Excellent meals, well presented, tasty, good variety, well priced. Fantastic service by all staff, ( in particular Saman who served us multiple times, quick and professional , always with a smile on his face. ) good atmosphere."
,,,,,
Anibare,"Amersfoort, The Netherlands",13-Sep-19,50,Awesome place.,This is a really awesome place with an amazing staff. Thanks Yoga for your service. The food and the cocktails were worldclass.
,,,,,
trinishac2017, ,13-Sep-19,50,Love the place,"This is our 2nd visit and loved it even better. The staff is very friendly and attentive. They treat both foreign and local guests in the same welcoming manner. We sat in the 3rd floor where there was bean bags, the staff suggested this place and it was truly a great atmosphere. Very cosy and clean.
The food was tasty. But the patty in the beef burger i ordered wasnt seasoned well. Overall we loved the place and will for sure drop by again.

Keep up the good work."
,,,,,
jonathanbK4703TX, ,13-Sep-19,50,Drinks & Diner & Cafe Chill,"We had drinks and dinner, which was all perfect and super delicious!! Our waiter Rasika served us so well, nothing to complain about!"
,,,,,
Ian B,"Kandy, Sri Lanka",12-Sep-19,50,Passing through,Cracking atmosphere - only busy place in town. Service by Rasika was quick and friendly. Food was ok.
,,,,,
meggyoz,"Sydney, Australia",12-Sep-19,50,Must to go!!,"If you come to Ella, you need to visit that place!!! Good atmosphere, good music, great food and amazing service, thank to Sampa for looking after us..."
,,,,,
tiffanycollins1986, ,12-Sep-19,50,amazing place!,"this place was great! amazing food, good vibe and great service. the team were super friendly. particularly our waiter Rasika. hope to come back one day soon"
,,,,,
563emmal,"Le Mont Felard, United Kingdom",12-Sep-19,50,Great atmosphere,"Really good atmosphere at Cafe Chill, great vegetarian/vegan options and really goodcocktails! Shoutout to Ranjith, Asai and Pamana from the downstairs bar! Would highly recommend."
,,,,,
M v, ,12-Sep-19,50,Beer and a feed at Chill Cafe,"Had a beer and Tropicana pizza (Hawaiian). Food was great and service to match. Lasa was very attentive and friendly! Check the place out, great vibe and was busy even during off season. Highly recommend."
,,,,,
Shirahou23, ,12-Sep-19,50,Best cafe in ella!,"I have been in chill cafe for every meal that I ate in Ella. It is the best food and people. Lasa were very kind and pro waiter, he did everything with a big smile and big heart. Go to eat and chill!"
,,,,,
Koekedoos, ,12-Sep-19,40,"Excellent food, excellent service","After two weeks of travelling through Sri Lanka we ended up in Ella. In café chill we had a great apero, a great snack and a great meal! Pizza is delicious here specially after two weeks of Rice and curry or kotthu. Also the service was very nice Rasika did our service twice, very chill guy!"
,,,,,
Jack N, ,12-Sep-19,50,Great vibes great food,"Had a lovely lunch here. Great food (10x curry dish was amazing), burger also good. Rumesh was very nice as well. Would come again!"
,,,,,
vict0riabr0wn,"Petaling Jaya, Malaysia",12-Sep-19,50,Nice Western food,"A good selection of Western food, which was a nice respite from the rice and curry we have been eating. We tried the Chicken Schnitzel and Fish and Chips. The Schnitzel was delicious, the Fish and Chips were good but wish they had more lemon or vinegar on the side. Lasa provided great service and was very attentive!"
,,,,,
205marekb,"Warsaw, Poland",12-Sep-19,50,Cafe Chill,"Very nice place in european style. Ask for Rumosh, he is a great waiter. Food is very toasty. Homemade fresh bread, Rolls, cakes, baguettes and ice cream! You will enjoy it!"
,,,,,
thefoodinspector50,"Bath, United Kingdom",11-Sep-19,50,Good selection,Rasika served us and was very accommodating. I found the music too loud and he moved us to another table until we were happy. Enjoyed the food and he recommended some great tasting cheesecake too. Will be back.
,,,,,
Shir G, ,11-Sep-19,50,Best caffe in Ella!,"On our 2 nights trip to Ella, we visited caffe chill three times. It was wonderfull every single time. We loved the cool vibe, great drinks, and excellent vegetrian dishes. The staff was great."
,,,,,
Stefan D, ,11-Sep-19,50,Chanchala made the experience!,"Chanchala, the waiter really made the night! Nothing bad to say. Great service, humor and tasty food!"
,,,,,
Eyes1234,"London, United Kingdom",11-Sep-19,50,"Good food, good service",Everyone we had spoken to about Sri Lanka had told us to visit this place! We went for dinner on our first evening and ordered a variety of foods. The devilled cashew nuts for starters were AMAZING! The service was really great too.
,,,,,
Sarah N, ,11-Sep-19,40,Cool place,"As the hippest place for food in Ella it's well worth a visit. Food - especially the pasta is very good. From my experience the service is better on the ground level. Especially VIDAL is a very attentive, charming staff member. See you next time!"
,,,,,
985balazsk,"Amsterdam, The Netherlands",11-Sep-19,50,Nice one!,"The vibe of the place and the food they serve were both amazing! Our waiter, Saman, was super polite and friendly. Definitely reccommened!"
,,,,,
travelbuggger, ,11-Sep-19,50,Fun little restaurant,We went here on our first afternoon in Ella as it looked busy and people inside had good looking food. We shared beers and a few dishes and they were good. Staff were very prompt and quick and helpful! Good wifi and a fun vibe in there. Reminded us of Bali
,,,,,
994Dil,"Colombo, Sri Lanka",11-Sep-19,50,Lunch,"Good cafe, friendly service from our waiter Sampa. We enjoyed the food. It is open though, so can get cold - bring a jacket."
,,,,,
Sue-sprules, ,11-Sep-19,50,Chill restaurant and pub,Brilliant place. Great atmosphere and great food. Staff brilliant as well Clean and soo very helpful. A great place to relax
,,,,,
katiehmoss,"Antibes, France",10-Sep-19,50,Great service,"Chill Cafe is perfect for any time of day!
Came back twice during our stay in Ella for an amazing breakfast (many vegan and veggie options) and some of the best cocktails I’ve ever had.
We were served by Rasika who was so friendly and helpful!
Definitely a must do for a stay in Ella."
,,,,,
XSamXS,Sydney,10-Sep-19,50,Ranjith Rocks,"Desperate for good coffee, the team at Chill Cafe (Ranjith) saves the day, good, strong espresso... Asri the barman knocked up some kick ass cocktails too...."
,,,,,
daniel_gur, ,10-Sep-19,50,great place,this is a great place and the food is great either and lasa is the best waiter i ever had מקום מעולה אוכל מדהים ממליץ בחום לאסה מלצר מעולה
,,,,,
elcorte,"Nijmegen, The Netherlands",10-Sep-19,50,Best curry ever,"A busy very popular place. But well organized. Many waiters, many cooks. A hippy vibe in the good sense. Shoes off! But hats off for your curry!"
,,,,,
slj2403, ,10-Sep-19,50,"Nice food, great vibe","We had lunch here, food is lovely, really fresh. Our server Rumesh was great, very friendly. Service was quick & efficient. Really nice decor and a great vibe for chilled out drinks."
,,,,,
MB9000,"Leuven, Belgium",9-Sep-19,30,Average,"Pleasant decorated spot and atmosphere. Some dishes were good, others were poor quality. It is weird that there are only male waiters?"
,,,,,
559nassern,"Colombo, Sri Lanka",9-Sep-19,50,Good vibes,"The best place to ""Chill"" in Ella, beautiful design with too many varieties in the menu, the place is clean, the cooking area is visible so you can see the chefs preparing the dishes.
The staff is helpful and friendly, we passed by 3 times so far and Rumesh always attend us with a smile, he also assist us with any question we have around the the town.
Would come back for sure!!"
,,,,,
Leroynathan, ,9-Sep-19,50,Great place for western food,One of the great place for western food in Ella city center. Big up for our waiter Rumesh who was super friendly and available. Would recommend the place for a great dinner.
,,,,,
GianR153,"Nilaveli, Sri Lanka",9-Sep-19,50,Ice teas to fall in love with,"Best mint passions fruit iced tea we ever had 😍 Rumesh rocks the service with a charmy smile on his face and the food was super tasty. only drawback that comes to my mind: the rather loud, electronical music."
,,,,,
Bas W, ,9-Sep-19,30,Nice place,"Nice place to sit, it quite and nice music but not Sri Lanka-like. Prices are relatively high but service is very good"
,,,,,
Stephen O, ,9-Sep-19,40,Great atmosphere and great food,"Ella is a bit of a buzzing lively sort of town with lots of cafes and restaurants to choose from. Chill Cafe would be one of the best. Had an amazing Rice and Curry and then the next time a really good Greece Salad ...... whatever you fancy, they will have it. Also serve a great bottle of wine. Would move in to Excellent if they would have a non smoking area - why do people want to smoke where people are eating?"
,,,,,
marcosr206, ,9-Sep-19,50,Great,Good food and cold bear in town Rumesh is very helpful. The place is full of tourists and the food is appropriate for them.
,,,,,
pierceor,"Melbourne, Australia",9-Sep-19,50,Great place,Great place to eat & drink. Staff are very friendly a lot of foreigners & great to meet new people! I had the fish fingers to eat & it was beautiful! Thank you to Eka for your service.
,,,,,
Beste E, ,9-Sep-19,50,"Amazing food, amazing atmosphere! Must try in ella","Usually it is really hard to satisfy me in restaurants because most always do something wrong. This time I was finally able to get what I really wanted! The portions, the taste, the service and again the taste! Definitely a must try. The atmospher is a mix of foreigners and locals. I recommend everyone"
,,,,,
akally2, ,9-Sep-19,50,Must try in Ella!,We got here after the long but amazing train journey from Kandy. Our waiter Rasika was so attentive it was so nice to just kick back relax and be looked after. The food was amazing such good quality and so much of it! Such good value too! WiFi everywhere which is great for holiday planning for backpackers. Really recommend a visit here if your in Ella !
,,,,,
elisabethjanssens,"Lochristi, Belgium",8-Sep-19,50,Great lunch in Ella,"We had our lunch break at Cafe Chill between our visits to Nine Arch Bridge and Ravana falls. We ordered lumprais and a beef burger, both were great."
,,,,,
niranjulag,"Arugam Bay, Sri Lanka",8-Sep-19,50,Great coffee and breaki,Been here few times for dinner and drinks but today was the first day I came for breakfast. Great coffee big breakfast and superb friendly service . It was busy but they managed it so well and Rumesh the waiter did a great job highly recommended for a meal any time of the day and they will make it an unforgettable one . Keep up the good work cafe chill Ella .
,,,,,
Ella_Fan_Mahesh, ,8-Sep-19,50,"Good food, good place n nice people",This is our 4th visit to Cafe Chill. Always enjoy their food n atmosphere. Extended floor area gives more comfortable seating areas. Boys are very attentive & the service is quick. Must mention RASIKA for his extra care. Keep it up Cafe Chill.
,,,,,
MathewJamesStirland, ,8-Sep-19,50,Wow! Top food & Top service :p,"Today was my second time in Cafe Chill Ella, one time wasn’t enough!

Ordered the fish and chips which was amazing... And that’s coming from an English man haha!

Absolutely fantastic service from arriving at the door to the table being cleared by super friendly Lasa.

Thanks and see you again :)"
,,,,,
Lucy B, ,8-Sep-19,50,Incredible service,"We stayed for three nights in Ella and went there every day. We were greeted so warmly by the staff - big shout out to Vidal and Sampa. Everytime we walked past they would come and say hi and they remembered it was my birthday during my stay there too. I've never known such incredible service. And also, the food!!! I mean...no words.

Thank you so much guys. Can't wait to come back and see you all again."
,,,,,
FanfanF25, ,8-Sep-19,50,cool and chill place for lunch in Ella,"just randomly walk into this lunch and it is super cool. food is good, staffs are friendly. the one who serve me name is Rumesh, he has lovely smell and give you warm welcome. highly recommend this place to recharge after a hike at little adam’s place!"
,,,,,
606patricky, ,8-Sep-19,50,Good food and good service,was here for lunch. a very nice environment and pretty good food. was serviced by LaSa and he was extremely friendly and took time to introduce some of the local dishes. recommended place for lunch and a place to chill
,,,,,
Kiwis24,"Havelock North, New Zealand",7-Sep-19,50,This place rocks!,They say to eat where there is a crowd and Chill certainly had that. The service was outstanding as was the food and staff were completely tuned into their jobs handling the crowd with ease. Husband's were delighted with table booked for them to return to watch All Blacks play the following day. Well done Chill!
,,,,,
Joemchll1, ,7-Sep-19,50,Excellent meal,"We were served by the fantastic Chanchala who was attentive, friendly and efficient. We had a delicious meal. There's a great atmosphere. Despite the busy restaurant service was fast. Thank you Chanchala."
,,,,,
Christian M, ,7-Sep-19,50,service and good food,really good food and service! service from Sampa was really god! the place is very relaxing and we enjoyed it
,,,,,
Steve M, ,7-Sep-19,50,So good we had to go back,"This place was recommended by our tour guide and we enjoyed it so much we returned the following day. Tasty food, reasonably priced, great service from friendly staff (thanks Rasika) and great atmosphere."
,,,,,
Max G, ,7-Sep-19,50,Best cafe in Sri Lanka,"Great staff, Rumesh helped me a lot to find the local bus to Tangalle which is not an easy task to solve. Food is good..try the mango juice!"
,,,,,
Lucie P, ,7-Sep-19,50,Lunch Time,"Delicious food, we had veggie burger, fruit ice crem and cheesecake and really foodporn! So satisfated! Also amazing and willing waiters, Vidal is the best waiter we have ever met, not the last time here for sure. Really recommended."
,,,,,
460sairag, ,6-Sep-19,50,Chilled out,"Lovely restaurant in Ella. It was really popular with other tourists and came recommended by our local tour guide.
The cafe had a chilled out atmosphere and had the best food we got in Ella.
The cafe has a good variety of food so its definitely recommended if you need a break from all the curry or need a good place for dinner.
This place will be on my shortlist list the next time I visit Ella!"
,,,,,
zoey_3_ford, ,6-Sep-19,50,Good Food and Vibes,Lots of options here in terms of food and drinks. Delish Sri Lankan food but also plenty of western alternatives. Service is really fast and friendly! Rumesh served us 2 days in a row and was amazing!
,,,,,
Instabird87, ,6-Sep-19,40,Café Chill for Lunch,"Overall good experience, highly recommend Veggie Burger (Beef Burger not so much). Great Ice Tea, good fries. Good Service by the team, especially Rasika (who knows even a little German ;))"
,,,,,
Debbiebrisbane2015,"Brisbane, Australia",6-Sep-19,40,Fabulous meal,Restaurant was busy but Rasika was still very attentive. Food was amazing and the restaurant has a great vibe. Good value
,,,,,
Abigail K, ,6-Sep-19,50,Perfect place.,Really good place to eat. Personal was really nice - especially Rasika. Meal was Very good. Thank you
,,,,,
Angie2612015,"Guildford, United Kingdom",6-Sep-19,50,Great meal in lively restaurant,We had cocktails and an excellent meal - lamprais and devilled chicken recommended - in this lively mid town restaurant in Ella. Great service by Vidal - thank you!
,,,,,
Ignatious1234, ,6-Sep-19,50,Friendly staff. Good food. Definitely a come back place.,Staff is so friendly specifically Rumesh. Food is great. One of those places you keep on visiting again.
,,,,,
thendy,Adelaide,6-Sep-19,50,Paradise,"Read the review initially in our Lonely Planet guide & wow, this place was better than expected. Great food, awesome vibe & fantastic service. Vidal & Rumesh looked after us & they were brilliant, great customer service & good fun.
Make sure you stop here, you won't regret"
,,,,,
AidanBrohier,"Sydney, Australia",6-Sep-19,50,This place just keeps getting better!,"We’ve visited here a few times over the years and they just keep outdoing themselves. Food, drinks, people and vibes are all top notch (if you’re questioning the local food this is a safe bet, but they also offer a lot of western dishes if you’re looking for something a little closer to home). PS. look for Nisha or Yoga and they will take care of you"
,,,,,
AnniDeluxe, ,5-Sep-19,50,Nice and friendly - worth going,"The food and drinks are delicious and the staff is very friendly and open minded, especially Rumesh was very helpful."
,,,,,
benmascione,"Melbourne, Australia",5-Sep-19,50,Great Atmosphere!,"Great café bar with an awesome atmosphere, especially upstairs! Very relaxed vibe with great drinks and fantastic food! Was very surprised. The staff are friendly and the location of the café is central."
,,,,,
Footprints115456, ,5-Sep-19,50,Mr Bates,Excellent! Great food great service. Maximum chill vibes. Udaya is a top don. Stay bless Sri Lanka. Xxx
,,,,,
287ashleam,"Phillip Island, Australia",5-Sep-19,40,Great atmosphere and wonderful staff,"This is where it’s happening in Ella. Good vibes. Quick, friendly and professional service. Burgers, pizza and cocktails. Thanks Chanchala."
,,,,,
rp312016,"Bristol, United Kingdom",5-Sep-19,50,"We returned twice, great atmosphere!","Good food with big portions, delicious food, and very very friendly waiters, we returned twice whilst staying in Ella! Would recommend for a drink and food! Special shout out to Vidal who was so chill!"
,,,,,
TravelwithUsMandA, ,5-Sep-19,50,"Amazing restaurant, had a blast!!","Wow... well where shall I begin.. what an amazing restaurant in the heart of Ella (central) was greeted and hosted by Rasika.. kind young gentlemen, made us feel at home and gave us brilliant recommendations for food and places to visit. Me and my Girlfriend had a superb time and will highly recommend to visit in the near future. Thank you so much once again Rasika."
,,,,,
hossewa,"Bilzen, Belgium",5-Sep-19,50,Great service !,Vidal brought us the best mojitos in sri lanka ! Really great service and a nice place to sit ! You should come here ! Love it !!
,,,,,
legerachi, ,5-Sep-19,50,sick vibes,"After being in Sri Lanka for 2 weeks I was beginning to crave a meal that wasn’t curry and rice. Cafe Chill has been the best Western food of the trip so far. The burger was great, the baguette was great & the cocktails were great! All up to western standards, no matter where you’re from. The setting makes you feel like you are really on holiday and our host, Vidal was as accommodating as could be! I am already looking forward to our lunch here again tomorrow!"
,,,,,
Juuuuuuuuliiiiiiiiii,"Paris, France",5-Sep-19,50,Nice trendy place,The restaurant is nice with a mix of Sri Lankan and European dishes and a “cool” atmosphere with lounge music. It’s not traditional but a nice change once in a while. The staff is very nice especially our waiter Rasika !
,,,,,
Lucy M, ,4-Sep-19,50,Good atmosphere,"We loved cafe chill! The menu is huge, and has so many options for international and Sri Lankan food. This restaurant has a good ambience and is always busy. The food was some of the best I’ve had in Sri Lanka - would definitely say it’s good for families with children aswell. Staff very friendly also."
,,,,,
hans m, ,4-Sep-19,50,really good food and service,Really enjoyed good western but also sri lankian food. Later in the evenings you can also catch a beer or two there. Very friendly and nice service by Rasika.
,,,,,
djmoon7,"Mirissa, Sri Lanka",4-Sep-19,50,Awesome place in Ella!,We came here three times during our four nights in Ella and this place was great. COol set up and good music always playing! The Beefy Burger and Chicken Baguette were our favorites and the potato wedges were also a nice side. Big bottle Lions are a must! Ranjith was our server for one of our visits and he was very funny and friendly and also very helpful when we asked a few questions about the local sights.
,,,,,
